Firstname,Lastname,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Year,Category,Prize_Share,Motivation,Birth_Year,Age
Lloyd S.,Shapley,male,02/06/1923,USA,Cambridge MA,US,12/03/2016,USA,Tucson AZ,US,University of California,Los Angeles CA,USA,2012,economics,2,"""for the theory of stable allocations and the practice of market design""",,
Alvin E.,Roth,male,18/12/1951,USA,New York NY,US,0000-00-00,,,,Harvard University,Cambridge MA,USA,2012,economics,2,"""for the theory of stable allocations and the practice of market design""",,
European Union,,org,1952-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,2012,peace,1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",,
Mo,Yan,male,02/02/1955,China,Gaomi,CN,0000-00-00,,,,,,,2012,literature,1,"""who with hallucinatory realism merges folk tales history and the contemporary""",,
Brian,Kobilka,male,30/05/1955,USA,Little Falls MN,US,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA,2012,chemistry,2,"""for studies of G-protein-coupled receptors""",,
Robert J.,Lefkowitz,male,15/04/1943,USA,New York NY,US,0000-00-00,,,,Howard Hughes Medical Institute,,USA,2012,chemistry,2,"""for studies of G-protein-coupled receptors""",,
Serge,Haroche,male,11/09/1944,Morocco,Casablanca,MA,0000-00-00,,,,Collège de France,Paris,France,2012,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",,
Shinya,Yamanaka,male,04/09/1962,Japan,Osaka,JP,0000-00-00,,,,Kyoto University,Kyoto,Japan,2012,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",,
Sir John B.,Gurdon,male,02/10/1933,United Kingdom,Dippenhall,GB,0000-00-00,,,,Gurdon Institute,Cambridge,United Kingdom,2012,medicine,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",,
David J.,Wineland,male,24/02/1944,USA,Milwaukee WI,US,0000-00-00,,,,National Institute of Standards and Technology,Boulder CO,USA,2012,physics,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",,
Robert J.,Shiller,male,29/03/1946,USA,Detroit MI,US,0000-00-00,,,,Yale University,New Haven CT,USA,2013,economics,3,"""for their empirical analysis of asset prices""",,
Arieh,Warshel,male,20/11/1940,British Mandate of Palestine (now Israel),Kibbutz Sde-Nahum,IL,0000-00-00,,,,University of Southern California,Los Angeles CA,USA,2013,chemistry,3,"""for the development of multiscale models for complex chemical systems""",,
Lars Peter,Hansen,male,26/10/1952,USA,Urbana IL,US,0000-00-00,,,,University of Chicago,Chicago IL,USA,2013,economics,3,"""for their empirical analysis of asset prices""",,
Eugene F.,Fama,male,14/02/1939,USA,Boston MA,US,0000-00-00,,,,University of Chicago,Chicago IL,USA,2013,economics,3,"""for their empirical analysis of asset prices""",,
Organisation for the Prohibition of Chemical Weapons,,org,1997-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,2013,peace,1,"""for its extensive efforts to eliminate chemical weapons""",,
Alice,Munro,female,10/07/1931,Canada,Wingham,CA,0000-00-00,,,,,,,2013,literature,1,"""master of the contemporary short story""",,
Michael,Levitt,male,09/05/1947,South Africa,Pretoria,ZA,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA,2013,chemistry,3,"""for the development of multiscale models for complex chemical systems""",,
Martin,Karplus,male,15/03/1930,Austria,Vienna,AT,0000-00-00,,,,Université de Strasbourg,Strasbourg,France,2013,chemistry,3,"""for the development of multiscale models for complex chemical systems""",,
Peter,Higgs,male,29/05/1929,United Kingdom,Newcastle upon Tyne,GB,0000-00-00,,,,University of Edinburgh,Edinburgh,United Kingdom,2013,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",,
François,Englert,male,06/11/1932,Belgium,Etterbeek,BE,0000-00-00,,,,Université Libre de Bruxelles,Brussels,Belgium,2013,physics,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",,
Thomas C.,Südhof,male,22/12/1955,Germany,Göttingen,DE,0000-00-00,,,,Stanford University,Stanford CA,USA,2013,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",,
Randy W.,Schekman,male,30/12/1948,USA,St. Paul MN,US,0000-00-00,,,,University of California,Berkeley CA,USA,2013,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",,
James E.,Rothman,male,03/11/1950,USA,Haverhill MA,US,0000-00-00,,,,Yale University,New Haven CT,USA,2013,medicine,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",,
Jean,Tirole,male,09/08/1953,France,Troyes,FR,0000-00-00,,,,Toulouse School of Economics (TSE),Toulouse,France,2014,economics,1,"""for his analysis of market power and regulation""",,
Malala,Yousafzai,female,12/07/1997,Pakistan,Mingora,PK,0000-00-00,,,,,,,2014,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,
Patrick,Modiano,male,30/07/1945,France,Paris,FR,0000-00-00,,,,,,,2014,literature,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",,
William E.,Moerner,male,24/06/1953,USA,Pleasanton CA,US,0000-00-00,,,,Stanford University,Stanford CA,USA,2014,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",,
Stefan W.,Hell,male,23/12/1962,Romania,Arad,RO,0000-00-00,,,,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,2014,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",,
Eric,Betzig,male,13/01/1960,USA,Ann Arbor MI,US,0000-00-00,,,,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,2014,chemistry,3,"""for the development of super-resolved fluorescence microscopy""",,
Kailash,Satyarthi,male,11/01/1954,India,Vidisha,IN,0000-00-00,,,,,,,2014,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,
Hiroshi,Amano,male,11/09/1960,Japan,Hamamatsu,JP,0000-00-00,,,,Nagoya University,Nagoya,Japan,2014,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",,
Isamu,Akasaki,male,30/01/1929,Japan,Chiran,JP,01/04/2021,Japan,Nagoya,JP,Meijo University,Nagoya,Japan,2014,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",,
Edvard I.,Moser,male,27/04/1962,Norway,Ålesund,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,2014,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",,
May-Britt,Moser,female,04/01/1963,Norway,Fosnavåg,NO,0000-00-00,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,2014,medicine,4,"""for their discoveries of cells that constitute a positioning system in the brain""",,
John,O'Keefe,male,18/11/1939,USA,New York NY,US,0000-00-00,,,,University College,London,United Kingdom,2014,medicine,2,"""for their discoveries of cells that constitute a positioning system in the brain""",,
Shuji,Nakamura,male,22/05/1954,Japan,Ikata,JP,0000-00-00,,,,University of California,Santa Barbara CA,USA,2014,physics,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",,
Angus,Deaton,male,19/10/1945,Scotland,Edinburgh,GB,0000-00-00,,,,Princeton University,Princeton NJ,USA,2015,economics,1,"""for his analysis of consumption poverty and welfare""",,
National Dialogue Quartet,,org,2013-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,2015,peace,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",,
Svetlana,Alexievich,female,31/05/1948,Ukraine,Ivano-Frankivsk,UA,0000-00-00,,,,,,,2015,literature,1,"""for her polyphonic writings a monument to suffering and courage in our time""",,
Aziz,Sancar,male,08/09/1946,Turkey,Savur,TR,0000-00-00,,,,University of North Carolina,Chapel Hill NC,USA,2015,chemistry,3,"""for mechanistic studies of DNA repair""",,
Paul,Modrich,male,13/06/1946,USA,Raton NM,US,0000-00-00,,,,Howard Hughes Medical Institute,Durham NC,USA,2015,chemistry,3,"""for mechanistic studies of DNA repair""",,
Tomas,Lindahl,male,28/01/1938,Sweden,Stockholm,SE,0000-00-00,,,,Francis Crick Institute,Hertfordshire,United Kingdom,2015,chemistry,3,"""for mechanistic studies of DNA repair""",,
Takaaki,Kajita,male,09/03/1959,Japan,Higashimatsuyama,JP,0000-00-00,,,,University of Tokyo,Kashiwa,Japan,2015,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",,
Youyou,Tu,female,30/12/1930,China,Zhejiang Ningbo,CN,0000-00-00,,,,China Academy of Traditional Chinese Medicine,Beijing,China,2015,medicine,2,"""for her discoveries concerning a novel therapy against Malaria""",,
Satoshi,Ōmura,male,12/07/1935,Japan,Yamanashi Prefecture,JP,0000-00-00,,,,Kitasato University,Tokyo,Japan,2015,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",,
William C.,Campbell,male,28/06/1930,Ireland,Ramelton,IE,0000-00-00,,,,Drew University,Madison NJ,USA,2015,medicine,4,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",,
Arthur B.,McDonald,male,29/08/1943,Canada,Sydney,CA,0000-00-00,,,,Queen's University,Kingston,Canada,2015,physics,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",,
Bengt,Holmström,male,18/04/1949,Finland,Helsinki,FI,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,2016,economics,2,"""for their contributions to contract theory""",,
Bernard L.,Feringa,male,18/05/1951,the Netherlands,Barger-Compascuum,NL,0000-00-00,,,,University of Groningen,Groningen,the Netherlands,2016,chemistry,3,"""for the design and synthesis of molecular machines""",,
Oliver,Hart,male,09/10/1948,United Kingdom,London,GB,0000-00-00,,,,Harvard University,Cambridge MA,USA,2016,economics,2,"""for their contributions to contract theory""",,
Juan Manuel,Santos,male,10/08/1951,Colombia,Bogotá,CO,0000-00-00,,,,,,,2016,peace,1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",,
Sir J. Fraser,Stoddart,male,24/05/1942,United Kingdom,Edinburgh,GB,0000-00-00,,,,Northwestern University,Evanston IL,USA,2016,chemistry,3,"""for the design and synthesis of molecular machines""",,
Bob,Dylan,male,24/05/1941,USA,Duluth MN,US,0000-00-00,,,,,,,2016,literature,1,"""for having created new poetic expressions within the great American song tradition""",,
J. Michael,Kosterlitz,male,22/06/1943,United Kingdom,Aberdeen,GB,0000-00-00,,,,Brown University,Providence RI,USA,2016,physics,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",,
F. Duncan M.,Haldane,male,14/09/1951,United Kingdom,London,GB,0000-00-00,,,,Princeton University,Princeton NJ,USA,2016,physics,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",,
David J.,Thouless,male,21/09/1934,United Kingdom,Bearsden,GB,06/04/2019,United Kingdom,Cambridge,GB,University of Washington,Seattle WA,USA,2016,physics,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",,
Yoshinori,Ohsumi,male,09/02/1945,Japan,Fukuoka,JP,0000-00-00,,,,Tokyo Institute of Technology,Tokyo,Japan,2016,medicine,1,"""for his discoveries of mechanisms for autophagy""",,
Jean-Pierre,Sauvage,male,21/10/1944,France,Paris,FR,0000-00-00,,,,University of Strasbourg,Strasbourg,France,2016,chemistry,3,"""for the design and synthesis of molecular machines""",,
International Campaign to Abolish Nuclear Weapons,,org,2007-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,2017,peace,1,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",,
Kazuo,Ishiguro,male,08/11/1954,Japan,Nagasaki,JP,0000-00-00,,,,,,,2017,literature,1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",,
Richard,Henderson,male,19/07/1945,Scotland,Edinburgh,GB,0000-00-00,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2017,chemistry,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",,
Joachim,Frank,male,12/09/1940,Germany,Siegen,DE,0000-00-00,,,,Columbia University,New York NY,USA,2017,chemistry,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",,
Jacques,Dubochet,male,08/06/1942,Switzerland,Aigle,CH,0000-00-00,,,,University of Lausanne,Lausanne,Switzerland,2017,chemistry,3,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",,
Kip S.,Thorne,male,01/06/1940,USA,Logan UT,US,0000-00-00,,,,LIGO/VIRGO Collaboration,,,2017,physics,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",,
Richard H.,Thaler,male,12/09/1945,USA,East Orange NJ,US,0000-00-00,,,,University of Chicago,Chicago IL,USA,2017,economics,1,"""for his contributions to behavioural economics""",,
Rainer,Weiss,male,29/09/1932,Germany,Berlin,DE,0000-00-00,,,,LIGO/VIRGO Collaboration,,,2017,physics,2,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",,
Michael W.,Young,male,28/03/1949,USA,Miami FL,US,0000-00-00,,,,Rockefeller University,New York NY,USA,2017,medicine,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",,
Michael,Rosbash,male,07/03/1944,USA,Kansas City MO,US,0000-00-00,,,,Brandeis University,Waltham MA,USA,2017,medicine,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",,
Jeffrey C.,Hall,male,03/05/1945,USA,New York NY,US,0000-00-00,,,,University of Maine,Maine ME,USA,2017,medicine,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",,
Barry C.,Barish,male,27/01/1936,USA,Omaha NE,US,0000-00-00,,,,LIGO/VIRGO Collaboration,,,2017,physics,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",,
Olga,Tokarczuk,female,29/01/1962,Poland,Sulechów,PL,0000-00-00,,,,,,,2018,literature,1,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",,
Paul M.,Romer,male,1955-00-00,USA,Denver CO,US,0000-00-00,,,,NYU Stern School of Business,New York NY,USA,2018,economics,2,"""for integrating technological innovations into long-run macroeconomic analysis""",,
